city,local,co,no2,o3,pm10,pm25,so2
Sonipat,2020-10-27T19:00:00+05:30,570,15.06,29.5,110.13,34.23,4.27
Sonipat,2020-10-27T19:15:00+05:30,560,14.94,28.69,110.13,34.76,4.32
Sonipat,2020-10-27T19:45:00+05:30,630,14.75,30.37,129.56,39.61,4.77
Sonipat,2020-10-27T20:00:00+05:30,600,14.83,29.06,136.23,39.61,3.4
Sonipat,2020-10-27T20:45:00+05:30,670,14.93,28.79,132.89,59.27,3.2
Sonipat,2020-10-27T21:15:00+05:30,720,15.11,30.8,131.81,60.7,3.14
Sonipat,2020-10-27T21:30:00+05:30,720,15.12,29.39,131.81,73.53,3.1
Sonipat,2020-10-27T22:15:00+05:30,750,14.92,29.83,164.01,73.13,2.73
Sonipat,2020-10-27T23:15:00+05:30,780,14.89,28.35,174.04,70.25,2.06
Sonipat,2020-10-28T00:45:00+05:30,810,14.68,29.91,169.48,74.21,4.99
Sonipat,2020-10-28T01:00:00+05:30,800,14.88,28.59,168.02,74.21,4.5
Sonipat,2020-10-28T01:30:00+05:30,830,14.73,30.23,168.02,69.39,4.46
Sonipat,2020-10-28T01:45:00+05:30,830,14.73,29.06,170.5,69.39,4.07
Sonipat,2020-10-28T02:00:00+05:30,830,14.39,32.33,171.3,69.39,3.52
Sonipat,2020-10-28T02:15:00+05:30,850,15.43,31.33,171.3,69.87,3.67
Sonipat,2020-10-28T02:30:00+05:30,860,15.2,30.09,171.3,74.25,3.73
Sonipat,2020-10-28T03:00:00+05:30,870,15.31,31.61,162.93,74.25,3.78
Sonipat,2020-10-28T03:30:00+05:30,880,15.04,29.85,162.93,71.19,4.04
Sonipat,2020-10-28T05:30:00+05:30,870,14.85,30.64,193.62,96.52,4.71
Sonipat,2020-10-28T07:00:00+05:30,890,15.02,30.89,188.18,87.92,4.4
Sonipat,2020-10-28T07:30:00+05:30,910,15.2,31.89,188.18,94.09,5.09
Sonipat,2020-10-28T11:15:00+05:30,1100,14.96,29.97,380.55,116.71,3.95
Sonipat,2020-10-28T11:45:00+05:30,1120,14.67,33.68,325.11,115.44,3.34
Sonipat,2020-10-28T13:00:00+05:30,1050,15.3,31.29,279.31,107.11,4.32
Sonipat,2020-10-28T13:30:00+05:30,1020,15.35,27.67,279.31,93.5,4.55
Sonipat,2020-10-28T15:30:00+05:30,880,14.91,28.11,175.95,50.87,4.19
Sonipat,2020-10-28T16:00:00+05:30,860,15.4,30.5,196.86,50.87,3.34
Muzaffarpur,2020-10-26T04:45:00+05:30,1390,21.81,46.06,196.86,110,43.49
Muzaffarpur,2020-10-26T05:30:00+05:30,1550,22.75,46.06,196.86,110,47.42
Muzaffarpur,2020-10-26T06:00:00+05:30,300,24.63,46.06,196.86,113,46.9
Muzaffarpur,2020-10-26T06:15:00+05:30,0,23.31,46.06,196.86,113,44.54
Muzaffarpur,2020-10-26T06:45:00+05:30,-10,22.18,46.06,196.86,119,34.06
Muzaffarpur,2020-10-26T07:30:00+05:30,0,23.69,46.06,196.86,119,35.11
Muzaffarpur,2020-10-26T08:00:00+05:30,980,23.69,46.06,196.86,120,34.32
Muzaffarpur,2020-10-26T09:00:00+05:30,1370,25.76,46.06,196.86,119,34.58
Muzaffarpur,2020-10-26T09:45:00+05:30,1520,22.75,46.06,196.86,103,38.25
Muzaffarpur,2020-10-26T12:15:00+05:30,1420,22.75,107.6,196.86,78,38.78
Muzaffarpur,2020-10-26T19:15:00+05:30,940,23.88,72.91,196.86,164,45.85
Muzaffarpur,2020-10-26T20:00:00+05:30,1050,23.69,72.91,196.86,166,48.73
Muzaffarpur,2020-10-26T20:15:00+05:30,1530,24.82,72.91,196.86,166,48.21
Muzaffarpur,2020-10-26T20:30:00+05:30,1560,24.63,72.91,196.86,166,41.92
Muzaffarpur,2020-10-26T21:00:00+05:30,1870,26.32,72.91,196.86,164,35.11
Muzaffarpur,2020-10-26T22:00:00+05:30,1160,25.19,72.91,196.86,160,29.61
Muzaffarpur,2020-10-26T23:00:00+05:30,1170,25,72.91,196.86,157,27.51
Muzaffarpur,2020-10-27T00:30:00+05:30,1680,27.64,72.91,196.86,126,28.03
Muzaffarpur,2020-10-27T01:15:00+05:30,1420,23.5,72.91,196.86,114,28.82
Muzaffarpur,2020-10-27T01:30:00+05:30,1680,22.37,72.91,196.86,114,29.08
Muzaffarpur,2020-10-27T03:30:00+05:30,1900,24.44,72.91,196.86,114,35.11
Muzaffarpur,2020-10-27T04:15:00+05:30,1820,23.31,72.91,196.86,114,38.51
Muzaffarpur,2020-10-27T05:15:00+05:30,1970,23.69,72.91,196.86,117,43.75
Muzaffarpur,2020-10-27T06:30:00+05:30,1480,23.88,72.91,196.86,126,46.64
Muzaffarpur,2020-10-27T08:00:00+05:30,720,20.87,72.91,196.86,130,36.94
Muzaffarpur,2020-10-27T11:15:00+05:30,0,22.18,72.91,196.86,105,38.51
Muzaffarpur,2020-10-27T12:30:00+05:30,0,22.75,92.12,196.86,74,44.02
Muzaffarpur,2020-10-27T13:15:00+05:30,2110,24.63,92.12,196.86,72,42.71
Muzaffarpur,2020-10-27T18:15:00+05:30,2820,23.5,103.68,196.86,95,54.23
Muzaffarpur,2020-10-27T18:45:00+05:30,1210,24.82,103.68,196.86,171,49.52
Muzaffarpur,2020-10-27T19:00:00+05:30,30,23.88,103.68,196.86,171,47.68
Muzaffarpur,2020-10-27T19:15:00+05:30,170,25.19,103.68,196.86,171,49.78
Muzaffarpur,2020-10-27T19:45:00+05:30,1600,24.25,103.68,196.86,156,46.37
Muzaffarpur,2020-10-27T20:00:00+05:30,1680,25.76,103.68,196.86,156,41.4
Muzaffarpur,2020-10-27T20:30:00+05:30,1120,25.19,103.68,196.86,156,47.42
Muzaffarpur,2020-10-27T20:45:00+05:30,1880,25.38,103.68,196.86,135,53.45
Muzaffarpur,2020-10-27T21:00:00+05:30,1960,25,103.68,196.86,135,58.69
Muzaffarpur,2020-10-27T21:15:00+05:30,1720,23.69,103.68,196.86,135,61.57
Muzaffarpur,2020-10-27T21:30:00+05:30,1630,24.06,103.68,196.86,135,65.76
Muzaffarpur,2020-10-27T22:30:00+05:30,2590,21.43,103.68,196.86,162,53.19
Muzaffarpur,2020-10-27T23:30:00+05:30,2230,24.44,103.68,196.86,170,35.37
Muzaffarpur,2020-10-28T01:30:00+05:30,730,25.57,103.68,196.86,155,30.92
Muzaffarpur,2020-10-28T02:00:00+05:30,1390,25.94,103.68,196.86,147,32.49
Muzaffarpur,2020-10-28T03:00:00+05:30,1720,22.94,103.68,196.86,151,45.06
Muzaffarpur,2020-10-28T07:15:00+05:30,1800,22.75,103.68,196.86,166,50.83
Muzaffarpur,2020-10-28T08:00:00+05:30,1480,24.82,103.68,196.86,178,48.21
Muzaffarpur,2020-10-28T08:15:00+05:30,1390,24.82,103.68,196.86,178,47.42
Muzaffarpur,2020-10-28T11:15:00+05:30,1280,23.88,103.68,196.86,106,43.49
Muzaffarpur,2020-10-28T11:45:00+05:30,1360,25.19,103.68,196.86,66,47.42
Muzaffarpur,2020-10-28T12:30:00+05:30,1170,22.56,103.68,196.86,66,69.69
Muzaffarpur,2020-10-28T12:45:00+05:30,1260,23.31,103.68,196.86,69,73.88
Muzaffarpur,2020-10-28T13:30:00+05:30,1100,22.37,103.68,196.86,69,44.02
Muzaffarpur,2020-10-28T15:45:00+05:30,1510,24.25,119.17,196.86,46,37.99
Muzaffarpur,2020-10-28T16:15:00+05:30,220,22.37,119.17,196.86,46,37.47
Delhi,2020-10-26T05:00:00+05:30,2500,46,4.1,339,205,10.2
Delhi,2020-10-26T05:30:00+05:30,2300,59.9,3.9,339,205,13.3
Delhi,2020-10-26T05:45:00+05:30,2200,64.1,3.3,340,201,13.4
Delhi,2020-10-26T06:15:00+05:30,2000,44.3,4.3,340,201,12.8
Delhi,2020-10-26T07:00:00+05:30,2100,51,4.2,317,186,13.3
Delhi,2020-10-26T07:15:00+05:30,2100,59.7,4.2,317,186,13.2
Delhi,2020-10-26T09:15:00+05:30,2000,79.6,45.7,426,234,43.7
Delhi,2020-10-26T11:45:00+05:30,2000,79.6,45.7,426,151,43.7
Delhi,2020-10-26T12:00:00+05:30,1000,20.7,180.5,260,151,28.6
Delhi,2020-10-26T18:45:00+05:30,1200,29.5,41.3,280,112,17.4
Delhi,2020-10-26T19:15:00+05:30,1200,34.8,38.4,280,112,16.8
Delhi,2020-10-26T19:45:00+05:30,1200,48.2,21.7,273,96,15
Delhi,2020-10-26T20:00:00+05:30,1300,68.8,8.5,273,96,15.8
Delhi,2020-10-26T20:15:00+05:30,1300,62.3,8.5,273,96,15.6
Delhi,2020-10-26T21:30:00+05:30,1500,53,23.1,298,124,17.9
Delhi,2020-10-26T22:30:00+05:30,1500,41.1,21,298,152,13.2
Delhi,2020-10-26T23:45:00+05:30,1500,35.6,26,266,163,12.1
Delhi,2020-10-27T00:15:00+05:30,1500,31.5,29.3,266,163,11.1
Delhi,2020-10-27T05:00:00+05:30,1300,27.7,9.8,257,172,9
Delhi,2020-10-27T06:00:00+05:30,1300,25.9,9.3,277,182,10.2
Delhi,2020-10-27T07:15:00+05:30,1300,25.9,9.3,277,182,11
Delhi,2020-10-27T07:30:00+05:30,1500,33.6,6.4,301,190,11
Delhi,2020-10-27T12:00:00+05:30,1400,33.6,143.3,301,190,24
Delhi,2020-10-27T12:45:00+05:30,1400,14.5,138.6,260,108,22.2
Delhi,2020-10-27T17:45:00+05:30,1100,36.1,46.8,155,56,8.7
Delhi,2020-10-27T18:15:00+05:30,1200,35.2,41.3,155,56,5.8
Delhi,2020-10-27T18:30:00+05:30,1200,39.2,33.7,155,77,7.5
Delhi,2020-10-27T18:45:00+05:30,1100,31.3,41.7,183,77,6
Delhi,2020-10-27T19:15:00+05:30,1200,34.1,28.6,183,77,9.4
Delhi,2020-10-27T20:00:00+05:30,1300,53,9.8,197,90,6.6
Delhi,2020-10-27T20:15:00+05:30,1300,44.9,8.8,197,90,7.8
Delhi,2020-10-27T20:30:00+05:30,1300,45.3,7.3,197,90,8.7
Delhi,2020-10-27T20:45:00+05:30,1400,46.8,6.1,215,90,3.5
Delhi,2020-10-27T21:00:00+05:30,1500,48.1,6.5,215,90,5.3
Delhi,2020-10-27T22:00:00+05:30,1500,52.9,3.7,353,217,8.1
Delhi,2020-10-27T23:00:00+05:30,2000,57.4,2.7,261,118,11.3
Delhi,2020-10-28T00:15:00+05:30,2100,50.3,3.5,285,152,10.3
Delhi,2020-10-28T00:30:00+05:30,2200,60.6,3.2,285,152,9.5
Delhi,2020-10-28T02:00:00+05:30,2200,60.6,3.7,282,162,9.5
Delhi,2020-10-28T02:30:00+05:30,1700,55.3,2.9,282,162,9.6
Delhi,2020-10-28T02:45:00+05:30,1700,52.4,3.3,260,153,9.2
Delhi,2020-10-28T05:15:00+05:30,1400,43.8,3.4,229,133,7.5
Delhi,2020-10-28T09:30:00+05:30,1400,41.4,39.2,265,116,19.6
Delhi,2020-10-28T12:15:00+05:30,1400,41.4,39.2,497,232,19.6
Delhi,2020-10-28T14:15:00+05:30,1400,41.4,39.2,283,145,19.6
Delhi,2020-10-28T16:00:00+05:30,1600,13.4,170.4,283,145,15.6
Delhi,2020-10-26T04:45:00+05:30,1200,51.1,9.7,434,232,6.3
Delhi,2020-10-26T05:30:00+05:30,1500,75.1,12.7,447,233,6.8
Delhi,2020-10-26T05:45:00+05:30,1600,66.9,9.1,447,233,5.7
Delhi,2020-10-26T06:15:00+05:30,2000,84.9,8.1,447,233,6.3
Delhi,2020-10-26T06:45:00+05:30,1900,92.7,7.6,534,276,5.7
Delhi,2020-10-26T07:15:00+05:30,1400,85.5,7.9,534,276,6
Delhi,2020-10-26T09:15:00+05:30,1100,80.8,39.5,538,331,7.9
Delhi,2020-10-26T11:45:00+05:30,500,42.9,133.4,349,164,7.1
Delhi,2020-10-26T18:45:00+05:30,2000,102.2,4.6,436,122,6.5
Delhi,2020-10-26T19:15:00+05:30,1900,93.4,7.9,436,122,6.4
Delhi,2020-10-26T19:45:00+05:30,1700,80.6,15.2,353,147,7.2
Delhi,2020-10-26T20:00:00+05:30,1700,80.1,20.3,353,147,6.4
Delhi,2020-10-26T20:15:00+05:30,1900,89.7,18.4,353,147,6.3
Delhi,2020-10-26T21:30:00+05:30,800,66.5,28.7,367,189,9.5
Delhi,2020-10-26T22:30:00+05:30,1000,47.1,39.1,350,197,8.3
Delhi,2020-10-27T00:00:00+05:30,1000,36.9,33.5,400,250,8.3
Delhi,2020-10-27T00:30:00+05:30,1000,36.9,37.4,400,250,8.3
Delhi,2020-10-27T00:45:00+05:30,1100,31.9,37.4,418,263,7.5
Delhi,2020-10-27T01:00:00+05:30,1100,32.1,37.4,418,263,7.8
Delhi,2020-10-27T03:00:00+05:30,1100,29.4,48,395,269,2.1
Delhi,2020-10-27T03:45:00+05:30,1000,28.4,36.7,360,250,2.8
Delhi,2020-10-27T04:15:00+05:30,1100,41.1,24.4,360,250,2.5
Delhi,2020-10-27T05:45:00+05:30,900,54.6,6.1,385,268,3.3
Delhi,2020-10-27T07:30:00+05:30,800,39.5,20.7,387,268,2.1
Delhi,2020-10-27T11:00:00+05:30,700,27.4,120.1,332,183,7.2
Delhi,2020-10-27T12:00:00+05:30,500,21.9,122.8,282,127,8.2
Delhi,2020-10-27T12:45:00+05:30,400,21.5,114,224,94,6
Delhi,2020-10-27T17:45:00+05:30,1500,102.8,1.8,252,58,5.1
Delhi,2020-10-27T18:15:00+05:30,1700,100.8,5.7,252,58,5.1
Delhi,2020-10-27T18:30:00+05:30,1700,94.9,7.4,285,100,4.9
Delhi,2020-10-27T18:45:00+05:30,1800,83.1,11.7,285,100,5
Delhi,2020-10-27T19:15:00+05:30,2000,88.1,7.9,285,100,5.9
Delhi,2020-10-27T19:45:00+05:30,2200,85.9,15,316,155,5.1
Delhi,2020-10-27T20:15:00+05:30,2100,104.3,13.3,316,155,4.1
Delhi,2020-10-27T20:30:00+05:30,2100,100.6,5.2,445,162,4.1
Delhi,2020-10-27T20:45:00+05:30,2200,99.8,14,445,162,5.9
Delhi,2020-10-27T21:00:00+05:30,1700,98.1,9.3,445,162,7
Delhi,2020-10-27T22:00:00+05:30,1300,78.7,10,401,205,8.8
Delhi,2020-10-27T22:45:00+05:30,800,66.6,19.9,255,134,9.2
Delhi,2020-10-28T00:15:00+05:30,800,64.1,17.6,254,130,9.2
Delhi,2020-10-28T00:30:00+05:30,700,51.5,24.1,250,136,9.3
Delhi,2020-10-28T01:30:00+05:30,1200,43.6,24.1,250,136,7.8
Delhi,2020-10-28T01:45:00+05:30,1200,43.6,34.3,217,130,7.8
Delhi,2020-10-28T02:00:00+05:30,1200,43.6,28.3,217,130,7.8
Delhi,2020-10-28T02:30:00+05:30,1200,48.8,21.7,237,155,7.8
Delhi,2020-10-28T03:00:00+05:30,1200,57.1,12.6,237,155,6.5
Delhi,2020-10-28T05:15:00+05:30,1800,69.1,3.9,337,228,6.8
Delhi,2020-10-28T10:45:00+05:30,1200,44.5,88.1,393,232,5.4
Delhi,2020-10-28T11:15:00+05:30,1200,37,119.8,393,232,5.2
Delhi,2020-10-28T12:00:00+05:30,1100,33.2,149.2,345,189,4
Delhi,2020-10-28T12:45:00+05:30,1100,34.7,152.7,324,179,5.3
Delhi,2020-10-28T15:15:00+05:30,1100,32.4,155.5,289,168,7.6
Delhi,2020-10-28T15:45:00+05:30,1100,45,127.8,289,156,7.3
Ballabgarh,2020-10-26T04:45:00+05:30,3430,27.59,1.57,455.89,209.76,12.45
Ballabgarh,2020-10-26T05:15:00+05:30,3060,26.44,1.59,483.14,209.76,24.27
Ballabgarh,2020-10-26T06:00:00+05:30,3060,25.8,2.1,455.43,178.39,19.05
Ballabgarh,2020-10-26T06:15:00+05:30,3320,25.53,2.14,455.43,178.39,16.93
Ballabgarh,2020-10-26T06:45:00+05:30,3490,27.9,1.93,430.71,186.52,16.41
Ballabgarh,2020-10-26T07:15:00+05:30,2660,24.42,1.91,416.4,186.52,18.51
Ballabgarh,2020-10-26T07:45:00+05:30,1940,23.89,2.41,425.55,177.46,29.6
Ballabgarh,2020-10-26T09:00:00+05:30,1490,22.34,5.41,388.44,230.63,110.81
Ballabgarh,2020-10-26T09:15:00+05:30,1200,22.24,8.53,388.44,230.63,121.92
Ballabgarh,2020-10-26T19:15:00+05:30,3490,20.57,1.23,221.8,191.49,13.46
Ballabgarh,2020-10-26T19:45:00+05:30,3120,20.34,0.95,241.81,208.4,7.03
Ballabgarh,2020-10-26T20:00:00+05:30,2980,21.46,0.42,253.39,208.4,5.04
Ballabgarh,2020-10-26T20:45:00+05:30,2630,20.92,0.61,245.3,178.95,3.56
Ballabgarh,2020-10-26T22:00:00+05:30,3000,22.65,0.95,237.12,165.14,14.58
Ballabgarh,2020-10-26T23:00:00+05:30,1850,21.47,1.69,266.98,187.32,35.16
Ballabgarh,2020-10-27T00:30:00+05:30,1320,20.64,2.63,261.92,167.01,24.16
Ballabgarh,2020-10-27T01:15:00+05:30,1240,20.01,2.26,260.5,167.76,45.41
Ballabgarh,2020-10-27T01:30:00+05:30,1080,20.15,4.77,260.5,161.86,19.74
Ballabgarh,2020-10-27T03:30:00+05:30,890,19.13,4.36,244.2,160.48,16.43
Ballabgarh,2020-10-27T04:15:00+05:30,920,19.35,2.94,256.05,161.61,13.41
Ballabgarh,2020-10-27T05:15:00+05:30,1280,18.77,2,267.4,158.19,53.07
Ballabgarh,2020-10-27T06:15:00+05:30,1160,18.61,1.82,273.23,159.61,63.47
Ballabgarh,2020-10-27T08:00:00+05:30,2030,18.37,3.53,295.29,159.15,69.67
Ballabgarh,2020-10-27T11:30:00+05:30,420,11.45,52.67,330.32,198.27,15.81
Ballabgarh,2020-10-27T12:30:00+05:30,210,12.69,58.07,290.24,144.99,11.71
Ballabgarh,2020-10-27T13:15:00+05:30,140,11.27,56.49,188.8,136.4,8.89
Ballabgarh,2020-10-27T18:15:00+05:30,3010,15.78,1.09,197.85,109.99,39.95
Ballabgarh,2020-10-27T18:45:00+05:30,2750,16.25,1.16,216.18,119.88,57.32
Ballabgarh,2020-10-27T19:00:00+05:30,2280,17.91,0.8,226.3,119.88,44.67
Ballabgarh,2020-10-27T19:15:00+05:30,2530,17.3,1.18,226.3,119.88,36.85
Ballabgarh,2020-10-27T19:45:00+05:30,2380,17.75,0.87,223.82,123.73,25.88
Ballabgarh,2020-10-27T20:15:00+05:30,2520,17.87,0.72,222.46,123.73,12.86
Ballabgarh,2020-10-27T20:30:00+05:30,2720,19.28,0.67,222.46,123.52,14.15
Ballabgarh,2020-10-27T21:00:00+05:30,2560,18.99,0.48,213.5,123.48,11.96
Ballabgarh,2020-10-27T21:15:00+05:30,2410,18.26,0.29,213.5,123.48,15.33
Ballabgarh,2020-10-27T21:30:00+05:30,2370,18.77,0.55,213.5,131.9,15.55
Ballabgarh,2020-10-27T22:30:00+05:30,2840,20.17,0.28,216.53,126.28,15.91
Ballabgarh,2020-10-27T23:15:00+05:30,3170,20.64,0.84,222.44,124.95,20.47
Ballabgarh,2020-10-28T00:45:00+05:30,1470,21.37,0.52,253.34,143.53,25.06
Ballabgarh,2020-10-28T01:00:00+05:30,1430,20.95,0.63,252.76,143.53,23.97
Ballabgarh,2020-10-28T01:30:00+05:30,1410,20.96,0.93,252.76,139.69,59
Ballabgarh,2020-10-28T01:45:00+05:30,1470,20.79,1.21,236.25,138.98,43.38
Ballabgarh,2020-10-28T02:00:00+05:30,1650,20.57,1.21,226.69,138.98,44.14
Ballabgarh,2020-10-28T02:15:00+05:30,1710,20.19,1.18,226.69,138.98,47.29
Ballabgarh,2020-10-28T02:30:00+05:30,1760,20.44,1.33,226.69,130.65,42.75
Ballabgarh,2020-10-28T03:00:00+05:30,1830,20.12,1.34,220.7,129.12,36.84
Ballabgarh,2020-10-28T03:30:00+05:30,1900,20.63,1.52,220.7,131.54,39.5
Ballabgarh,2020-10-28T05:45:00+05:30,1160,17.91,0.45,264.42,140.99,22.17
Ballabgarh,2020-10-28T07:00:00+05:30,1250,18.5,1.38,251.92,131.7,91.35
Ballabgarh,2020-10-28T07:45:00+05:30,2570,19,2.74,247.45,122.44,111.44
Ballabgarh,2020-10-28T11:00:00+05:30,1430,18.36,57.56,346.44,176.79,50.42
Ballabgarh,2020-10-28T11:45:00+05:30,1210,17.56,71.23,338.1,169.36,36.31
Ballabgarh,2020-10-28T12:00:00+05:30,1110,17.59,83.57,333.27,169.36,29.92
Ballabgarh,2020-10-28T12:30:00+05:30,1060,15.96,87.25,333.27,157.23,15.87
Ballabgarh,2020-10-28T13:15:00+05:30,920,15.76,88.12,295.27,155,13.89
Ballabgarh,2020-10-28T13:30:00+05:30,790,15.23,86.02,295.27,136.81,11.32
Ballabgarh,2020-10-28T15:30:00+05:30,1080,14.73,100.9,189.89,118.04,10.77
Ballabgarh,2020-10-28T16:45:00+05:30,1550,14.29,70.27,195.26,122.27,10.87
Delhi,2020-10-26T04:30:00+05:30,4100,14.29,22,315,202,14.8
Delhi,2020-10-26T05:45:00+05:30,3800,14.29,23.4,316,216,14.2
Delhi,2020-10-26T06:00:00+05:30,4800,14.29,24.5,316,216,14.1
Delhi,2020-10-26T06:30:00+05:30,2400,100.2,20.1,316,216,14.5
Delhi,2020-10-26T07:15:00+05:30,1900,95.7,14.4,353,248,14.3
Delhi,2020-10-26T09:30:00+05:30,3800,95.7,24.7,410,205,13.1
Delhi,2020-10-26T12:15:00+05:30,1500,123.2,201.6,368,233,10.1
Delhi,2020-10-26T19:00:00+05:30,4400,123.2,7.5,418,222,18
Delhi,2020-10-26T20:00:00+05:30,3700,123.2,7.3,393,196,14.4
Delhi,2020-10-26T21:45:00+05:30,3300,142.8,4.5,276,123,10.8
Delhi,2020-10-26T22:45:00+05:30,2400,139.1,4.9,307,163,7
Delhi,2020-10-27T00:15:00+05:30,1800,99.6,5.6,296,175,6.5
Delhi,2020-10-27T00:45:00+05:30,1800,99.6,6.8,296,175,6.5
Delhi,2020-10-27T01:00:00+05:30,1700,86,6.8,345,230,6.4
Delhi,2020-10-27T03:30:00+05:30,1700,97.7,5.1,329,232,11
Delhi,2020-10-27T03:45:00+05:30,1700,101.9,5.5,324,240,12.6
Delhi,2020-10-27T05:00:00+05:30,1600,88.7,4.2,326,238,11.3
Delhi,2020-10-27T06:15:00+05:30,1600,83.4,5.2,361,251,10.2
Delhi,2020-10-27T07:45:00+05:30,1400,75.8,11.9,367,232,10.2
Delhi,2020-10-27T12:15:00+05:30,1500,53,233.3,313,171,13.5
Delhi,2020-10-27T13:00:00+05:30,1200,40.8,222.8,321,166,16.1
Delhi,2020-10-27T18:00:00+05:30,2300,157.7,5.3,217,70,12.4
Delhi,2020-10-27T18:30:00+05:30,3900,157.7,5.3,217,70,14.5
Delhi,2020-10-27T18:45:00+05:30,4200,157.7,5.4,263,91,11.7
Delhi,2020-10-27T19:00:00+05:30,4100,157.7,6.3,263,91,12.8
Delhi,2020-10-27T19:30:00+05:30,5900,157.7,11.2,263,91,15.8
Delhi,2020-10-27T20:45:00+05:30,5900,157.7,4.7,321,136,13.9
Delhi,2020-10-27T21:15:00+05:30,4700,157.7,6.1,321,136,12.9
Delhi,2020-10-27T22:15:00+05:30,5600,157.7,8.5,289,135,14.8
Delhi,2020-10-27T23:15:00+05:30,5800,157.7,7.7,295,127,15.7
Delhi,2020-10-28T00:30:00+05:30,4400,157.7,6.2,293,124,17
Delhi,2020-10-28T00:45:00+05:30,4800,157.7,6.5,274,132,17.3
Delhi,2020-10-28T01:45:00+05:30,3900,157.7,7.1,263,132,17.3
Delhi,2020-10-28T02:15:00+05:30,3900,157.7,7,263,132,17.3
Delhi,2020-10-28T02:45:00+05:30,3900,157.7,6.3,246,132,17.5
Delhi,2020-10-28T11:00:00+05:30,1600,112.9,92.5,365,197,14.4
Delhi,2020-10-28T11:15:00+05:30,1400,92.1,121.5,365,197,14.1
Delhi,2020-10-28T12:15:00+05:30,1400,85.5,209.3,321,175,10.9
Delhi,2020-10-28T13:00:00+05:30,1500,54.7,272.1,302,160,11.8
Delhi,2020-10-28T16:00:00+05:30,2000,67.8,242.4,326,201,13.9
Kanpur,2020-10-26T04:45:00+05:30,2000,122.9,45.7,326,121,6.2
Kanpur,2020-10-26T05:30:00+05:30,2000,123.6,39.1,326,121,6.6
Kanpur,2020-10-26T06:00:00+05:30,2000,114.8,41.7,326,117,6.6
Kanpur,2020-10-26T06:15:00+05:30,2000,108.6,41.9,326,117,6
Kanpur,2020-10-26T06:45:00+05:30,2000,107.6,42.6,326,122,6.6
Kanpur,2020-10-26T07:15:00+05:30,2000,102,47.3,326,122,6.2
Kanpur,2020-10-26T07:45:00+05:30,2000,85.7,63.1,326,127,5.4
Kanpur,2020-10-26T09:00:00+05:30,2000,59.1,95.5,326,124,6.8
Kanpur,2020-10-26T09:15:00+05:30,2000,56.6,101.9,326,124,6.7
Kanpur,2020-10-26T12:15:00+05:30,2000,67.8,76.1,326,102,6
Kanpur,2020-10-26T19:15:00+05:30,2000,275.1,32.3,326,118,10.4
Kanpur,2020-10-26T19:30:00+05:30,2000,303.4,16.5,326,118,14.1
Kanpur,2020-10-26T20:15:00+05:30,2000,349.7,5.6,326,138,13.9
Kanpur,2020-10-26T20:30:00+05:30,2000,351.7,5.6,326,138,13.4
Kanpur,2020-10-26T21:00:00+05:30,2000,358.1,3.9,326,174,17.7
Kanpur,2020-10-26T22:00:00+05:30,2000,351.8,2.9,326,249,21.3
Kanpur,2020-10-26T23:00:00+05:30,2000,347.6,2.7,326,290,26.5
Kanpur,2020-10-27T00:30:00+05:30,2000,332.4,7.7,326,263,17.4
Kanpur,2020-10-27T01:15:00+05:30,2000,297.7,17,326,281,13.4
Kanpur,2020-10-27T01:30:00+05:30,2000,283.5,17.5,326,281,12.2
Kanpur,2020-10-27T03:30:00+05:30,2000,147.6,37.6,326,172,6.5
Kanpur,2020-10-27T04:15:00+05:30,2000,102,49.3,326,136,6.1
Kanpur,2020-10-27T05:15:00+05:30,2000,75.4,53.8,326,116,7.1
Kanpur,2020-10-27T06:30:00+05:30,2000,79.3,46.3,326,108,5.4
Kanpur,2020-10-27T08:00:00+05:30,2000,83.3,63.7,326,132,4.5
Kanpur,2020-10-27T11:15:00+05:30,2000,61.8,89.1,326,119,9.2
Kanpur,2020-10-27T11:30:00+05:30,2000,53.8,87.7,326,119,8.8
Kanpur,2020-10-27T12:30:00+05:30,2000,0,79.6,326,106,415.7
Kanpur,2020-10-27T13:15:00+05:30,2000,50.8,87.3,326,63,5
Kanpur,2020-10-27T18:15:00+05:30,2000,233.9,30.2,326,63,9.1
Kanpur,2020-10-27T18:45:00+05:30,2000,298.8,25.6,326,177,8.7
Kanpur,2020-10-27T19:00:00+05:30,2000,320.9,22.2,326,177,9.5
Kanpur,2020-10-27T19:15:00+05:30,2000,339.9,18.1,326,177,11.1
Kanpur,2020-10-27T19:45:00+05:30,2000,347.6,14.7,326,156,12.3
Kanpur,2020-10-27T20:15:00+05:30,2000,339.1,7.5,326,156,14.1
Kanpur,2020-10-27T20:45:00+05:30,2000,342.4,6.1,326,163,15.4
Kanpur,2020-10-27T21:00:00+05:30,2000,344.6,5.8,326,163,15.5
Kanpur,2020-10-27T21:15:00+05:30,2000,337.9,5.2,326,163,17.7
Kanpur,2020-10-27T21:30:00+05:30,2000,325.1,5.6,326,163,15
Kanpur,2020-10-27T22:30:00+05:30,2000,243.8,14.9,326,173,9.8
Kanpur,2020-10-27T23:15:00+05:30,2000,179.8,28.8,326,177,6.6
Kanpur,2020-10-28T01:30:00+05:30,2000,89.3,66.3,326,138,4.4
Kanpur,2020-10-28T01:45:00+05:30,2000,88.5,66.6,326,122,5.1
Kanpur,2020-10-28T02:00:00+05:30,2000,85.9,65.6,326,122,4.8
